ID	n_p
1D4A_A	35
3R4V_A	1
6ATW_A	1
3QL9_A	4
6F0S_A	15
2NQP_A	7
1JWO_A	16
4WWO_A	139
5EHZ_A	124
3ZK4_B	0
5W06_H	1294
4XPF_A	20
5YM0_A	0
4WXM_B	0
1LT9_C	6
1YA0_A	0
5DXB_A	224
2AF9_A	6
1DDH_A	568
1U3W_A	55
3FSB_A	6
3RHF_A	0
5OYC_A	5
2V23_A	67
5ULY_A	3
4NEQ_A	4
4G2I_A	79
3KLV_A	28
3WVO_A	0
4IKX_A	22
2QYA_A	0
5VD0_A	8
5LUV_B	173
1TW8_A	17
5CXF_C	3
1JDX_A	10
3IFK_A	115
4P07_A	5
4X3I_A	1
5KVS_B	3
5FTI_A	225
2P1F_A	29
1JA1_A	30
2RAQ_B	1
1FB5_A	6
5L38_A	13
5MVN_A	79
5V72_A	23
1IRX_A	0
4JXQ_A	3
2EHA_A	34
2DYK_B	12
1QH1_B	12
3VSG_B	1
4C6J_A	12
5JRP_L	131
6F70_A	3
1OHF_C	1
4LUA_A	0
2P1L_A	50
4S1R_G	120
5BZ5_A	8
3GXF_A	11
4FGR_A	4
1P3C_A	1
2WWO_A	4
1UWZ_A	8
1NUI_A	1
5OPE_A	1
1NHE_D	27
5X88_A	4
4UNA_A	7
1BXC_A	49
4HN0_A	2
2Y71_A	40
3CJ0_A	128
5UTY_G	120
3X37_B	0
4JZC_A	5
2V0K_A	25
3X0C_A	16
3VRT_A	79
3WG6_A	21
1UNG_A	389
3DBR_A	2
5OGJ_B	360
1BTJ_A	53
1KZY_C	1
3SE6_A	35
1XUF_A	400
1U4F_D	19
4DZM_A	2
1QGZ_A	53
2XIO_A	3
5VSC_B	24
4XEU_A	35
4HBK_A	97
2Y9G_A	2
3BIJ_A	0
5O05_A	67
3E8O_A	1
5U8C_A	28
4ATM_A	4
3LVA_A	269
4LBD_A	22
1P42_A	15
5WA3_A	2
4MTZ_A	3
1F7T_A	3
2VN0_A	65
3UNP_A	6
1KB6_B	17
2YWV_A	17
1XWJ_A	14
4AU2_A	2
2O08_B	1
4WV6_A	67
3U29_A	39
5AF7_B	1
1YJ1_C	118
4F25_A	3
3EYP_A	19
2V3M_C	0
5M2Z_E	69
3NLC_A	0
3BO4_B	0
4B5E_B	833
2HHU_A	93
5HOK_B	3
2PNO_A	15
2ZRV_A	6
5GKQ_A	1
4BZ2_H	1498
2DDX_A	1
1U88_A	16
2PT9_A	14
4QUF_B	2
1DBO_A	0
5W6E_A	46
5VKW_A	9
3N00_A	2
3NTC_H	1351
5DBM_C	79
4MGP_A	1
3OYZ_A	3
5XIP_A	24
3IS6_A	0
5WDW_A	50
5V3A_A	6
2IAZ_B	0
2FPO_A	1
4Y21_A	3
4M5N_A	38
2A1L_A	2
4MOD_A	2
1KMN_D	14
1LZV_A	371
3FN4_A	12
3NRY_A	2
3O0H_A	5
2X8X_X	2
3AJZ_A	6
5YPS_A	0
1OXN_B	5
3IVI_A	222
5JUE_H	1300
4UHZ_A	19
1GJI_A	27
4PG2_A	505
1QJ8_A	2
2VUD_A	29
5GJY_A	66
4GO2_A	34
6ATS_A	0
4WIQ_A	3
5I4R_D	68
2WKF_B	3
6ANA_L	160
6BCA_C	62
4AF8_A	3
4P42_A	2
3MO7_A	29
1YXI_A	59
3AMT_A	5
3SQH_E	172
5W8K_A	38
4XB6_C	0
5FIO_B	231
1YKW_A	2
3MG5_B	103
4PYA_A	12
2XHA_A	0
1JK9_B	3
5FW4_A	4
5N08_A	1
4YXL_H	1315
3IMQ_A	2
2HCR_B	15
4PBG_A	9
5J37_A	1
3ANU_A	11
1JWX_A	37
4IK3_A	367
1N4F_A	338
3ZED_A	9
3S4F_A	34
3LS7_A	42
4JE0_B	10
3NPR_A	19
3QQV_A	1
1JIF_A	2
1B79_B	0
3WQE_B	10
5JY7_C	8
3HJF_A	20
4MDS_A	73
2B3O_A	141
3W3Z_A	8
4DPZ_X	3
4I4Y_B	5
1TKS_A	12
4JTS_A	42
1R4V_A	0
3EYE_A	0
3CRY_A	3
5GI0_A	6
2ZZ0_A	41
2QM8_A	10
1SJV_A	457
3N7K_A	16
3FMY_A	2
2VB0_A	24
4BUZ_A	47
1NWK_A	87
5CER_A	4
4KM5_A	28
5UY4_A	13
5D23_A	2
2XNX_B	27
3BU5_A	542
4WWS_A	3
3TMB_B	177
2QBT_A	42
4QBM_A	2
3HK3_B	157
4JCQ_A	1
2ONL_A	420
3WN5_A	143
1CKD_A	491
3UK9_A	54
4PIZ_A	35
3PJ9_D	9
2ABM_A	11
4A9O_A	195
3DWJ_B	192
3DFX_A	4
7ICH_A	198
1QRV_A	1
4WNG_A	9
4WV1_B	1448
4UYU_A	11
4O8O_A	8
4BKP_C	81
3TQZ_A	7
5DDB_A	19
4RRP_G	1670
3A7P_A	1
2PKR_A	94
5CCY_A	50
4HQO_B	1
1P1X_B	17
1WNS_A	20
4XUO_A	1
2G0B_A	0
2UVQ_A	5
2WB4_A	4
3MHW_U	357
3H0T_B	1350
2NUD_A	2
3KW6_A	0
3BXZ_B	16
3KH1_A	0
2Q9I_B	18
4IKO_A	30
4XZ0_A	6
4AMN_A	3
6BJV_A	10
5GZP_A	48
3PVD_A	38
2NP3_B	0
5L95_A	2
3RN8_B	208
3WY6_A	8
2AZB_A	415
4D85_A	222
2C6H_B	55
4CV7_A	0
5UDG_A	2
1U3Q_B	225
3SKW_A	0
3CTY_B	0
4MBJ_A	91
4HQR_A	125
4B7W_A	4
1OGJ_A	61
1SL8_A	16
3QMW_C	2
4HWU_A	0
3KKX_A	371
3PLF_B	25
4KVD_A	17
5CZC_B	1
4P2M_B	6
3FID_A	0
3KLL_A	15
4HWL_A	82
4R87_A	11
5WX1_A	4
5DEX_A	28
3HJZ_A	23
3PDW_A	10
1DQM_H	1267
4ZIU_A	5
4Z7G_A	19
1KS5_A	5
2EVT_A	17
3KD9_A	2
4XYF_A	682
1GLF_Y	24
4PLZ_A	25
4XH4_A	22
3AN4_A	169
4WVO_B	33
4OGM_A	221
5NJN_A	6
2W20_A	15
2WKD_A	1
1KM4_A	108
2IAI_A	31
3DHT_B	155
3WSH_A	6
4AFJ_B	50
1YBF_B	0
4H8P_A	1
5HIH_A	1
3C3L_A	7
3ND9_A	30
4LWS_A	0
3NLT_A	114
1ZOV_A	12
1YMT_A	6
1R4L_A	16
1VKU_A	0
1YGH_A	11
4LJQ_A	3
2NSG_A	1
5CUB_A	22
5LU9_A	11
3H06_B	208
1Z47_A	19
3T9W_A	23
5HR4_J	0
1RD8_A	117
3PPG_A	24
4QJK_A	3
3UDS_A	7
2VWG_A	6
2O6S_A	39
1ES7_A	14
4BJB_A	98
3MQF_A	107
4I9C_A	4
2VF7_B	11
5XOI_A	1
4Q4Z_D	71
3CP9_A	486
2CM3_A	173
3AV6_A	14
3NRM_A	146
1ID2_A	6
5LJJ_A	41
4W5R_A	30
1PCG_A	224
1EZX_A	29
5A5W_A	19
3WU3_A	5
5B26_A	0
5C7H_A	2
2DEU_A	3
3PPL_A	4
4P49_A	458
5XDH_A	0
4AAZ_A	5
3E9S_A	9
4X2B_A	29
1NPY_B	0
4HHT_A	4
4P8L_A	21
5LEW_A	8
5O3A_A	61
2YLB_C	33
4LUK_A	13
6BRJ_A	50
5FDH_A	45
5IEF_A	11
4A64_A	0
4IXE_D	30
4AGO_A	83
5BZH_A	12
2A73_B	18
4MF0_A	426
4ZME_A	10
4L71_RD	43
4JCJ_B	2
2WK6_A	17
3NOH_A	0
3I3E_A	34
4Z1C_A	48
3MSL_A	242
3TYD_A	33
4LOA_B	4
4BH1_A	137
6ARQ_D	12
3N0R_A	5
4UHY_B	19
5VPL_A	23
5N82_A	8
5MFF_A	27
1TOQ_A	26
3WWB_B	15
2VMG_A	0
5PAE_B	77
3MI4_A	294
2XNA_B	117
3R6N_A	2
5KE2_A	13
2X9D_A	12
1Y0U_A	0
5KDB_A	17
3EBT_A	0
5GJS_A	117
1KAO_A	122
3K17_A	2
4B1T_A	283
5FM4_B	3
4AFR_A	3
1PAE_X	40
1LZX_B	130
5HKA_A	22
2Z01_A	5
2PQU_A	3
3MA8_B	65
4S24_A	2
4OOD_A	132
3DLN_A	228
1Q5J_A	76
2IAR_A	23
1FTX_A	21
1BSS_B	29
2V17_H	1346
4C5N_A	5
2QZA_B	3
2C7B_A	20
5OQF_A	547
3TE1_C	9
4K7K_A	8
4JDX_A	2
4RSR_A	6
5FLD_A	1
3OCX_A	4
3LSC_A	7
3JTC_B	1
5F8Z_A	198
3WNY_B	28
4JBD_A	5
3V3Q_A	19
4WPN_A	72
3K8X_A	22
2H29_A	1
1EAO_A	10
2APX_A	33
2BBD_A	0
3UBD_A	291
4QFK_A	5
4BGQ_A	216
3A4M_A	5
4KXR_C	2
2QYT_A	41
5MST_A	5
4KEI_A	20
4LK3_A	11
4XYG_A	13
2GV5_A	6
4E78_A	128
3ZTR_A	4
4IVO_B	3
2QIY_B	1
3H2O_B	30
4UB3_A	137
3HP3_F	4
5T44_A	5
4LD9_K	10
4HS4_A	4
3NGZ_A	16
3ODJ_A	1
4OC8_A	0
3NQW_A	2
2BLX_A	477
3UFX_B	9
5DYJ_A	10
4ZIY_A	3
4FCK_A	56
5YQ4_A	2
2RIR_E	1
2PJQ_A	8
2X3W_A	13
1YHG_A	270
5VAC_A	4
3A1K_A	10
5WY6_E	3
4PDP_B	3
1FTY_A	107
2BQH_A	158
5FPW_B	3
4YR8_E	351
1XU8_A	2
4GJJ_C	17
4DKT_A	36
5NFB_A	57
3MDT_A	7
3RS6_A	78
6F8V_A	77
4D02_A	7
5N28_A	8
1E98_A	15
2IPB_A	2
2D5H_E	8
2YCT_A	12
5MYV_A	10
5IVG_A	17
1KHP_A	61
5LXC_B	169
1YFS_B	16
1MHN_A	1
5O29_A	4
3HE6_A	92
3FWZ_A	0
5EM9_A	9
4HXW_A	45
2G9U_A	107
6EZI_A	2
6BS7_A	17
5O3U_A	22
1GMV_A	2
4CMQ_A	18
4DXL_A	6
1UFY_A	3
2H30_A	1
1YRI_A	22
1E96_A	78
5HJI_A	22
1QPJ_A	318
1JMU_B	0
4QT3_A	8
4LUE_A	232
5OVA_A	11
2Y3X_B	31
5TP9_B	28
3U3G_A	1
5CCT_A	5
4N24_A	36
3AX7_A	24
2III_A	0
1TF1_A	39
5N1B_A	36
2O8F_B	12
5FVL_A	3
5OH6_B	3
2Z6H_A	25
4HFF_A	5
5VPE_A	2
2QD8_A	374
4IN6_M	37
2BVM_A	12
5X6E_A	13
4AWK_A	60
3T8X_C	92
2P3C_A	373
1XE6_A	20
2WCQ_A	4
3CPR_A	2
4S1W_B	7
1NJJ_C	8
2W7S_A	8
4Z2M_B	2
3ZTP_A	4
3OPS_A	6
5C0B_A	512
3HK4_A	0
1T3S_A	8
2ZAI_A	4
5UDF_A	0
4L02_A	3
3ERN_A	42
4TR3_A	1
1M5Y_D	4
1W7N_A	17
1MJ9_A	21
1QJP_A	1
3SI9_A	13
2ZF4_A	2
5CLL_A	18
2QK5_A	222
4IZ9_A	25
2A1R_A	1
2O67_B	17
1ZH2_A	4
3RK1_B	3
4FRB_A	115
3WYH_A	3
5B2S_B	9
6EQ5_A	23
3F87_A	0
6BHI_A	13
4YWV_A	5
2PPI_A	0
5FND_A	237
4YRQ_A	20
2ZUD_A	34
1BK6_A	108
3R6J_A	63
1OZ1_A	374
3BH4_A	15
2Q3Z_A	15
2OSM_A	371
4PFU_B	5
3H4L_B	0
2D5K_B	2
5JAW_A	1
5UIN_A	6
1XPH_A	10
1QB3_B	2
2F3L_A	1
2PBH_A	2
1YWD_A	20
6EU8_A	0
2FEO_A	5
6EYK_A	8
5VX0_A	12
4DMT_A	39
5GMF_A	43
2W9L_C	2
3U2V_A	28
1OFB_A	35
3S79_A	6
4Z1Q_B	164
1TWD_B	3
1VDW_A	2
1Y7U_A	0
4B96_A	0
4JIQ_A	69
5B53_A	26
5U18_A	6
1XP3_A	1
3H25_A	1
3ZLG_A	55
3ZVF_A	34
4BIR_A	29
3GKL_A	17
3OWK_A	120
1ZSN_A	25
1KS3_A	247
4UE3_LLL	27
3P9K_C	10
3R3F_A	12
2P6C_A	0
6F1H_C	3
5D1K_A	39
3TH1_A	2
4RYJ_A	1
4OSV_A	22
3PKQ_B	27
2NZ1_A	3
5IH4_A	56
5GQF_A	1
1U53_A	6
2Y75_A	3
1JHZ_A	9
3GY9_A	1
3GNL_A	0
3CZH_B	2
3BL8_A	11
3TQE_A	12
4Q7F_A	4
4AFA_A	12
4XLO_B	12
4NBI_A	16
4X2X_A	3
4K55_A	4
3CYX_A	373
5EQW_B	1
4IK8_A	367
1DP8_A	10
5W0U_A	221
5OOA_A	6
3OX2_A	35
1YHE_B	195
1UXE_A	13
3BNC_A	26
3O2P_A	4
3ODG_A	3
4HLB_A	0
1W7U_A	300
5O2U_D	552
3HC3_H	1347
1I7E_A	4
3ERP_A	2
1Y5X_A	118
1L2J_B	225
5L80_A	1
2ZED_A	32
2OHC_A	1
2NS2_A	8
3M93_A	10
4RX0_A	14
5VAF_B	2
5YOC_A	16
3FUG_A	49
3NV7_A	1
5TPU_A	4
5XCA_A	3
5VCB_A	3
3R0E_B	5
2WBX_A	5
3KXR_A	0
5GMD_A	6
6B55_A	2
1PXT_A	34
4EHH_A	116
1WZV_A	22
4GKI_A	6
3P0P_A	86
1OM4_B	130
4N7I_A	4
3PAE_A	31
5UE1_A	23
2BH7_A	9
4AJI_C	51
1M1F_A	0
1PYL_A	5
1XD3_A	8
4K8C_A	14
4HA8_A	8
5FCX_A	1
4WFX_A	47
1ON8_B	3
1NW3_A	27
1H57_A	24
5JGZ_A	247
4KRI_A	4
9ICL_A	198
5JDD_A	3
3N8N_X	18
2WJO_A	242
2PHZ_A	0
1JPP_B	25
2Z6V_A	0
3IBS_A	1
3G0G_B	53
3IA3_B	3
3B9W_A	2
5CFI_A	1
6BKV_B	5
3OOQ_F	0
3DAE_A	328
6FE3_A	8
4OUO_A	23
1FDU_A	10
5O7F_A	5
2ZZ8_A	1
4UUR_A	0
1MRO_A	15
5NRW_A	79
3U65_B	1
4Q52_B	0
1TH4_A	56
4J4P_B	21
6BZT_A	5
1OS4_B	104
4RX8_A	515
1FR9_A	7
3GAR_A	17
2D4V_A	21
4J6B_A	3
2YAP_A	6
3W32_A	459
1PZZ_B	96
4DQK_A	19
2RGE_A	186
2WH6_A	3
5Z0U_A	9
5KJD_A	5
3Q0S_A	14
3CX4_A	5
2UUP_A	22
1H53_A	48
3NPW_A	16
3MV9_A	506
3RMI_A	0
3M7K_A	1
3RKX_A	8
4QDH_A	49
5M8A_A	8
2FCS_A	118
2WDO_A	4
3SQ9_A	32
2BTZ_A	29
1WBG_B	221
3DBC_A	241
6BPB_A	1298
1NR7_A	11
5H6M_B	3
6BIR_B	68
3HAO_A	78
3KA5_B	0
5FCK_A	219
4GXD_A	17
3E2N_A	108
4KZV_B	7
4MVS_A	48
6B8Z_A	127
2GBR_A	118
4LGX_A	8
4GK1_C	28
3FVF_B	264
3CUH_A	25
5MEY_A	7
5ES3_C	38
4Z09_A	17
3MJ9_H	868
3GZ1_A	3
3NQ5_A	13
4RV6_A	45
5K1X_A	20
5K60_A	8
1U2X_A	4
2GK1_I	6
3G5L_A	0
3BH7_B	1
3HPI_A	221
4PX6_A	515
5H2X_A	84
1JKR_C	7
3ZBG_A	7
3UMG_D	0
1YOZ_A	0
1SKX_A	22
3S1X_A	4
4OHE_A	114
2NUE_A	11
1NPU_A	1
4N9B_A	43
5QBZ_A	55
4KOP_A	9
5TYO_A	87
2QJG_A	2
3TBW_E	505
4XC6_A	7
3GYF_A	58
2ZKT_A	0
5DNO_A	6
6BQG_A	106
1PRZ_A	4
3Q36_A	7
4YFG_A	9
5XMZ_A	0
5XQD_A	205
5E05_A	2
3WP9_A	0
1J6U_A	1
1ZUW_C	12
4UM1_B	43
5BXO_B	14
5JO2_B	33
4GK0_A	14
4GZY_D	71
3L08_A	139
4O6H_B	16
2IUL_A	52
2E83_A	10
1S3R_A	3
5JFG_A	21
2PFN_A	43
2OHS_A	222
4RKG_B	1
2VBB_A	16
5OK6_A	2
3Q0Z_A	128
4HE9_A	373
2XSX_B	55
5UCC_A	4
3NHI_A	2
5LED_A	50
4E6M_A	7
5X9R_A	3
5CIS_A	4
1YO5_C	4
4ICH_A	3
5LSI_D	1
4NAA_A	9
2J8Y_D	2
1Y0H_A	0
2V5I_A	18
4DYV_A	1
5GU7_C	28
5MLT_A	3
2XGV_A	0
2IHV_A	2
1EJ7_L	22
1HV4_B	159
5GNJ_B	0
3P8J_A	28
2QQ1_A	11
3SP8_B	12
3QQM_A	0
2Y8F_D	1
2JLB_A	4
3ZH6_A	2
4OP1_A	11
3NPL_A	72
4GG6_F	101
3RZO_A	67
3UK6_G	3
3KJJ_B	1
3VNF_A	8
1O6A_A	3
3UMJ_B	13
2J9R_A	3
4N8K_A	6
3RE6_A	102
1K7E_B	71
5YU4_A	7
1C6L_A	317
1S48_A	7
3ATF_A	24
2PSH_A	41
3GQM_A	4
5MBB_A	13
2FRP_A	6
6ATO_A	46
3O8O_E	20
5KZN_A	17
6F7X_A	10
1U5I_A	20
5NZK_A	15
1L2H_A	9
5OIZ_A	11
3LSG_A	0
3QUF_B	0
4IQU_A	57
22GS_A	41
2CG5_A	2
4I8C_A	21
5CCX_B	11
4XDN_A	1
3UV5_A	11
5H2T_A	23
4Q0L_A	8
2QQ3_C	8
5W0I_A	79
2ZT5_A	10
3ZFK_A	31
6ARR_B	32
1QSL_A	95
3SZI_D	4
3L1H_A	12
3OT6_A	0
4O7P_B	2
3IA1_A	0
1UAK_A	36
1UUH_A	12
5EMC_B	41
4EUP_A	512
4OLW_G	120
3AUL_A	118
3PFB_A	6
4EYH_B	37
4UF7_A	2
3P4S_A	25
2P9S_A	19
4URU_S	25
2FWB_B	40
3GU5_A	47
6BUV_A	9
3DST_B	8
2ZPK_H	1341
6EWY_A	0
2DEV_A	3
1IRU_C	6
3QE3_A	3
5FDP_A	50
1R5T_A	0
5LYD_A	33
2OR2_A	10
3A3H_A	20
2OCT_A	1
2Q3F_A	1
5WKE_A	92
3TXS_C	1
3P8V_A	4
4U4P_A	0
3GIQ_A	1
2BHJ_A	192
1FIH_A	11
6BR4_A	15
5CZK_A	16
5ULK_A	39
4ZVW_A	5
4N2K_A	36
4N0K_A	31
4FAG_A	7
3WJL_A	126
6UPJ_A	7
1WMG_A	1
5VDW_A	28
4LHQ_A	33
2OI4_X	90
5J59_A	32
1NO6_A	127
4GS0_A	133
5TEO_B	63
2VGF_A	75
5LP6_D	17
5G1V_B	4
5OWD_A	79
4B63_A	10
5V5M_A	506
3TQF_A	0
3IR5_A	6
2Q5C_A	0
3HPN_A	19
5WQ0_D	0
4CFH_A	112
5Y31_B	1
2OCJ_A	83
4JC1_A	57
3JUU_B	0
4OZZ_A	3
3RRN_A	21
2H9V_A	52
3AKA_A	1
3KXE_A	0
4AO6_A	0
1C3S_A	0
5J2O_A	270
3EVK_A	76
3GB7_A	1312
3W2Q_A	456
4OFH_A	15
5Y0L_B	8
1PDN_C	1
1HQ4_B	1002
3M34_A	26
1V9K_A	4
2EIQ_A	50
4K1X_A	14
4W6A_B	270
1FB8_A	1
1MS1_A	14
5Y41_B	19
1OAY_H	536
4JIK_A	172
5DWJ_B	224
6F5K_A	9
5OJI_A	5
2RJZ_A	1
1SGF_G	97
4YOI_A	74
4RKY_A	37
3MB5_A	2
5BNJ_A	54
4XD7_A	21
1D1P_B	4
3HLT_A	0
4DWD_B	10
3KMC_A	18
4HOF_A	25
1CQY_A	5
2O68_A	13
2FSW_B	1
3KLZ_A	9
5C1L_A	115
4U05_A	653
2C8U_A	9
5TR8_H	956
4UYE_A	41
2YGO_A	3
1Z3C_A	8
3WDM_A	4
3MVB_O	7
2QRA_A	2
3WFX_A	1
2AA2_A	111
3V1F_A	8
2B21_A	26
2F0R_A	10
3IE0_A	9
1A0C_A	15
3T3V_A	275
3NRF_B	1
3BOE_A	4
5H1O_A	4
3M83_A	13
1H04_P	10
3HST_C	221
5TLV_A	224
4PPX_A	137
3WG2_A	20
1LYV_A	15
4ZK6_A	11
1N9B_A	108
3NGX_A	8
1BK1_A	6
1F6L_L	127
6F6L_A	19
1IGW_A	9
2BRX_A	6
3KHZ_B	2
5SYZ_A	21
5VHU_A	1
1N5J_A	12
4FNF_A	3
1BY3_A	11
3F96_A	20
5GZG_A	57
4OK0_B	1
3K87_A	0
4PX1_A	1
4Z7R_A	0
1B0M_A	4
5L6I_A	15
4YUI_A	85
1GKJ_A	5
4QML_A	36
5EM0_A	11
3NOF_B	20
3HBF_A	4
4K3W_A	1
2CZQ_A	0
3VHQ_A	24
3CPL_A	505
4UZB_A	5
5LOY_A	8
4U2Q_A	219
5M0P_A	7
1C09_A	21
4XLG_A	1
1ZVT_A	2
4DQV_A	12
5NTB_A	0
3T93_B	202
4OVD_A	8
2YND_A	21
2Q0A_A	20
4IGY_A	6
3UHJ_A	6
3MYL_X	70
3PBV_A	110
3VEF_B	12
4GW9_A	38
3HUG_A	0
1PUU_B	13
3S90_B	14
4IC1_A	0
1F7S_A	0
4OMT_A	21
3PXU_A	2
6B6K_A	62
1UWL_A	5
3GS9_A	0
5VD6_A	9
5WGW_A	4
3E97_A	1
3FMK_A	374
3TIO_F	3
2OGK_D	0
3DBY_B	1
3IU4_H	1475
5F67_A	0
2VOT_B	9
4POL_A	27
1IX9_A	41
4ZVI_A	49
2OX5_A	0
4R4K_B	0
3A20_A	10
5TL5_H	1339
2BTV_B	0
6BPF_A	79
2IME_A	0
3MPW_A	22
2PMC_A	42
1WE4_A	63
5L7F_A	75
4RE5_A	12
3ROP_A	31
4Q3X_A	13
2JK5_A	1502
2EQ9_A	22
3WBY_A	98
4WHL_A	49
1L8F_A	3
1UMD_A	1
6BXN_B	5
5NCT_A	7
5DN9_A	13
1C5I_A	38
3VUH_A	351
4MRA_A	107
5YAH_B	7
6BHP_A	0
5X5T_A	5
3GL4_A	8
1DTD_A	23
3ARD_A	92
5E8K_A	8
4D3X_A	14
5LGY_B	83
5JGH_A	1
5DXH_A	135
1S12_A	0
3CXB_A	1
1XSZ_A	14
2TSS_A	11
3PSX_A	72
2W17_A	331
5B87_B	6
4UQP_R	33
5XMW_A	11
3ZPX_A	2
3EEO_A	10
1E4V_A	45
1V4G_A	3
2Z09_A	3
1H6S_1	7
1XK6_A	4
2R69_H	1298
4L7B_B	29
2CWL_A	0
4X35_A	15
4KJZ_A	78
3MKB_A	1
3W6U_A	6
3C0H_A	5
3EWF_A	44
4O52_A	68
1RW9_A	2
4G12_A	0
5LAB_A	75
5MM3_A	221
3MUT_P	33
1NPH_A	6
4OK4_B	2
5O79_A	27
3IUE_A	56
3BT1_U	9
5NZ0_A	28
3U6Y_A	6
5FII_A	5
5IU0_A	22
5LNY_A	205
2O9V_A	4
4LLR_A	50
3G8H_A	102
4XD2_A	55
4QVX_A	50
3U01_A	9
6EGT_A	3
3TV9_A	1
1S4I_B	2
4LKD_A	13
1RM8_A	2
1VG2_A	15
3RCZ_B	20
3TRE_A	1
4CMT_A	195
3MV4_M	16
3KJI_A	32
2E92_A	24
2I4H_A	35
4UN1_B	1
5TCJ_H	52
3WHL_A	30
1RWV_A	27
1CR0_A	4
6BYA_B	1
3HWI_A	5
2WCA_A	33
2O51_A	57
1BWQ_A	5
2XCH_A	277
5EW9_A	146
1WZ3_A	0
5BVQ_A	24
2FWY_A	205
1ZQW_A	198
1C1G_A	12
3TU9_A	42
5FSU_B	10
4FL6_A	27
1I6X_A	33
2YJ3_A	4
3BVX_A	10
2VEL_A	139
4BX8_A	9
1N0E_B	32
1JHS_A	1
3ZUK_A	0
4ZNW_A	224
1BF3_A	14
2WU9_A	7
5UDR_E	10
3P62_A	28
3OT1_A	1
1B21_A	20
4NH6_A	8
3NYE_A	3
4XKQ_A	3
3ERA_A	4
4UWB_B	667
5TOT_A	47
5IKA_A	35
2DBS_B	0
3C3I_B	18
1LHY_A	103
2EBH_X	2
5DUG_B	224
4OUU_A	193
2VR5_A	6
3WAY_A	44
4QHN_A	1194
4OY2_A	1
2DW6_A	3
3GBK_A	169
1ZR4_A	5
1XF1_A	6
1AXR_A	107
1CT5_A	0
4OQJ_A	6
1PZX_B	0
5U4Y_B	126
4W4O_C	6
2O6G_E	4
3LD5_A	170
1T8Z_C	0
3I6N_A	34
3ZFH_A	64
5XAF_C	51
2OQL_A	60
6BM7_E	2
4POU_A	126
3PMI_A	0
1LWE_A	166
1CY8_A	22
5VON_A	2
1HBR_D	204
4GIV_A	40
5O6H_A	20
4RT1_A	2
3T1O_A	5
3IXC_A	0
1KWK_A	0
3Q7U_A	5
4CZ1_A	4
1PVJ_A	6
5HRT_A	44
2PGZ_B	36
3H5G_A	8
4NMQ_A	24
1QIX_B	172
2YCA_A	31
4MZI_A	83
5YJ1_G	4
3A3T_A	3
2OMB_A	38
3R38_A	81
5MR9_B	1
4A04_B	5
3SV4_A	93
3TBO_A	0
4AYF_A	10
3FI0_A	16
5DH3_A	34
4A6T_C	17
5LOE_A	10
4DWS_A	0
5UK9_A	186
2HUO_A	1
2OUZ_A	224
5A7Q_A	81
1XDF_A	31
2ZK9_X	3
1PSK_L	201
2YWI_A	2
4TVF_A	14
1OAR_H	536
2FTY_A	3
2H89_A	26
4GTS_B	8
2HI4_A	1
4I5B_B	70
3KJG_A	32
3HIK_A	49
5KNK_B	1
5A5O_A	19
2EJ2_A	6
2P7P_D	5
3IV1_A	0
5ITE_A	81
3H7L_A	2
1SLL_A	21
5Y5E_A	3
4EC5_A	3
2WE2_A	5
3LWX_A	0
2OX6_C	0
3TWA_A	36
4Z33_A	8
2O8I_A	0
3HZ3_A	15
2B4M_A	6
3BHN_A	0
3C04_A	11
5WI6_B	353
5W0F_A	79
1YVP_B	2
5OWM_A	164
2X32_B	1
1B04_B	22
3D73_A	14
5BR1_A	1
4QDM_A	30
4OGB_A	77
5KQA_A	5
2AX8_A	110
4KQJ_A	14
3I01_M	12
1VQT_A	0
4I87_A	174
5H3L_A	4
4YRS_A	20
4R43_A	55
4S34_A	328
4M0X_B	1
3B9D_A	21
4J1L_A	12
5XE3_B	1
5HST_A	0
5C90_E	33
2AOJ_A	374
4AX6_A	25
2GJS_A	34
1IK9_A	8
3VSK_A	1
2ON6_A	62
3ZG0_A	22
3D49_H	171
3DB3_A	8
5AJR_A	25
4IK4_A	367
3FYE_A	18
4Z1A_A	48
6BI0_I	1442
2AKC_B	2
1G5H_A	2
3IRU_A	0
3AGG_G	338
1CZ9_A	9
2V58_A	53
4M3O_A	1
2GA1_A	0
4XO4_A	54
5TCV_A	3
4MXU_A	11
5NI5_A	61
3QSU_D	5
4KKN_A	6
2IF4_A	1
3AFH_A	17
4KXF_L	0
4Y34_A	47
5MP3_A	1309
4PCU_B	41
3X25_B	10
4NVA_A	67
3C60_B	110
3EPV_A	2
1QL9_A	401
2P66_A	137
4B42_A	44
3EZL_A	59
3P39_D	13
5KN8_A	9
3AES_D	4
1SZJ_G	112
1GMU_C	2
1YC0_A	232
5NW7_A	3
5AB2_A	39
3CBE_A	270
4UWK_A	101
5A6B_B	11
5CNT_A	7
1O3W_A	61
1ZU5_B	4
5N2U_A	0
3OWR_D	1
3NNL_A	2
4F5E_A	25
3UX4_A	1
4ABJ_A	400
2R0T_A	4
5LPL_A	79
3TI1_A	238
4QN7_A	57
5VOH_D	4
3UBT_A	1
5DX7_A	41
2O0U_A	351
5TQO_A	26
6FBU_A	8
1Y6L_A	47
2RJM_A	2
2BGI_A	41
4K7Y_A	35
2Z2C_D	34
1DW1_A	0
3Q1N_A	0
4WPA_B	7
3CVM_A	18
3ILZ_A	21
